Word                        Count  
gabbar                      1      
gabbia                      1      
galantuomo                  1      
galleria                    1      
gambe                       3      
gamberi                     15     
gambero                     2      
gamberoalice                1      
ganascetal                  1      
garbatezza                  2      
garbo                       1      
gatta                       4      
gatti                       13     
gatto                       31     
gazza                       1      
gemito                      2      
generale                    1      
generalmente                4      
genere                      2      
gente                       6      
genti                       1      
gentile                     1      
geografia                   1      
ghigna                      1      
ghignagatto                 5      
ghignamicio                 1      
ghignando                   1      
ghignano                    1      
ghignare                    2      
ghignassero                 1      
ghigno                      6      
ghirlanda                   1      
ghiro                       37     
giace                       1      
giacere                     1      
giaceva                     1      
giacevano                   1      
giammai                     2      
gianni                      2      
giardinieri                 8      
giardino                    14     
giardinocome                1      
ginocchia                   4      
ginocchio                   2      
gioconde                    1      
gioja                       4      
gioje                       1      
giornali                    1      
giornata                    2      
giornate                    1      
giorni                      6      
giorno                      16     
giornoe                     1      
giotto                      1      
giova                       1      
giovanetto                  3      
giovanettorispose           1      
giovato                     2      
giovinezza                  1      
girando                     2      
girare                      4      
girava                      1      
girerebbe                   3      
giro                        1      
girografia                  1      
girò                        2      
gittano                     1      
gittar                      1      
gittaron                    1      
gittato                     1      
giudice                     3      
giudici                     1      
giudicò                     1      
giunga                      1      
giungerai                   1      
giungere                    1      
giungerò                    2      
giungesse                   1      
giungeva                    2      
giunse                      7      
giunsero                    2      
giunta                      5      
giunto                      1      
giuocare                    8      
giuocatori                  4      
giuocattoli                 1      
giuocava                    1      
giuocavano                  2      
giuochi                     1      
giuochino                   1      
giuoco                      11     
giuocolini                  1      
giuocosbalzasse             1      
giurati                     22     
giurato                     3      
giurì                       2      
giusta                      2      
giusto                      6      
già                         24     
giù                         23     
giùbada                     1      
giùe                        4      
gli                         98     
gliel                       1      
gliela                      1      
glieli                      1      
glielo                      2      
glinvitati                  4      
globo                       2      
gocciolava                  1      
gola                        6      
gole                        1      
gomiti                      1      
gomito                      3      
gonnellino                  1      
gonzo                       1      
gote                        1      
governo                     1      
gradiva                     1      
grado                       1      
grammatica                  1      
gran                        19     
granchio                    2      
grande                      8      
grandi                      4      
grandine                    1      
granduca                    2      
grasso                      1      
grattato                    2      
grave                       4      
gravemente                  3      
gravità                     1      
grazia                      9      
grazie                      4      
grazioso                    1      
grazïoso                    1      
gretto                      1      
gridando                    2      
gridarono                   2      
gridavapigliatelo           1      
grido                       1      
gridò                       33     
grifone                     51     
grondanti                   1      
grongo                      1      
grossa                      4      
grossezza                   1      
grossi                      1      
grosso                      6      
grugnire                    2      
grugniva                    1      
grugno                      1      
grugnì                      2      
grullina                    1      
guadagnata                  1      
guai                        8      
guaire                      1      
guaisce                     1      
guaiva                      2      
guanciale                   1      
guancie                     1      
guanti                      11     
guardando                   7      
guardandosi                 1      
guardar                     1      
guardare                    8      
guardarla                   1      
guardarono                  6      
guardate                    3      
guardati                    2      
guardava                    5      
guarderanno                 1      
guardia                     1      
guardo                      1      
guardò                      19     
guglielmo                   6      
guizzavano                  1      
gustai                      1      
gustato                     2      
gusti                       1      
gusto                       2      
ha                          36     
hai                         6      
hanno                       10     
hem                         1      
hjckrrh                     1      
ho                          42     
i                           103    
idea                        6      
idiota                      1      
ieri                        3      
ih                          1      
ii                          1      
iii                         1      
il                          677    
illuminata                  1      
illustrazione               40     
illustrissimo               1      
imaginato                   1      
imagini                     2      
imbarazzante                1      
imbarazzata                 2      
imbarazzato                 1      
imbarazzo                   1      
imbecille                   1      
imbroglio                   1      
imitata                     1      
immaginato                  1      
immediatamente              3      
immensa                     1      
immensamente                2      
impacciato                  1      
impallidì                   1      
imparare                    3      
impararlo                   1      
imparata                    1      
imparate                    1      
imparavamo                  1      
imparavano                  1      
imparo                      1      
impaurita                   1      
impaziente                  2      
impazienza                  1      
impazzare                   1      
impedirono                  1      
impensierì                  1      
impertinente                1      
imperturbabilità            1      
impeto                      1      
impiccare                   1      
impiccolendosi              1      
impiccolire                 2      
impiega                     1      
importa                     9      
importante                  3      
importantenonimportante     1      
importava                   1      
importi                     1      
impossibili                 1      
impressione                 1      
imprima                     2      
in                          198    
inanellate                  1      
inanellati                  1      
incastrati                  1      
incatenato                  1      
incendiamo                  1      
inchiodata                  1      
incipriate                  1      
inciprïare                  1      
inciso                      1      
incollato                   1      
incolpa                     1      
incominciare                1      
incomodo                    1      
incontrò                    2      
incoraggiata                1      
incoraggirono               1      
incresce                    1      
increspato                  1      
incrociò                    1      
indi                        3      
indiavolato                 1      
indica                      1      
indicando                   4      
indicato                    1      
indicò                      1      
indietro                    11     
indirizzandosi              1      
indirizzata                 1      
indirizzo                   1      
indovinare                  1      
indovinarlo                 1      
indovinato                  1      
indovinelli                 1      
indovinò                    3      
infiammata                  1      
infilare                    1      
infilato                    1      
infocate                    1      
inforcò                     3      
infreddatura                1      
ingannarmi                  1      
inghiottendo                1      
inghiottire                 1      
inghiottiti                 1      
inghiottì                   2      
inginocchiarsi              1      
ingiuste                    1      
ingoiò                      1      
ingollar                    1      
innamorato                  1      
innanzi                     11     
innocenti                   1      
inoltrati                   1      
inopinato                   1      
inquieto                    1      
insegnasse                  1      
insegnata                   1      
insegnava                   1      
insieme                     10     
intanto                     6      
intende                     4      
intendete                   1      
intendo                     1      
intenta                     2      
interessante                3      
interesse                   1      
internandosi                1      
internarsi                  1      
intero                      1      
interrogato                 1      
interromperlo               1      
interromperò                1      
interrotti                  1      
interrotto                  1      
interruppe                  8      
intesa                      1      
intiera                     2      
intimorita                  1      
intorno                     14     
intornoanche                1      
inutile                     8      
inutilmente                 3      
invano                      2      
invece                      5      
inventata                   1      
invertendo                  1      
invertiva                   1      
invitandomi                 1      
invitata                    2      
invitati                    1      
invitava                    1      
invito                      3      
involti                     1      
inzuppati                   1      
io                          65     
ioio                        2      
ioperchè                    1      
iotonio                     1      
ippopotamo                  1      
ira                         1      
irata                       3      
irato                       1      
irritabile                  1      
irritata                    1      
isabella                    6      
isbaglio                    1      
iscusata                    1      
istante                     17     
istanti                     4      
istorielle                  1      
italiano                    2      
iti                         1      
iv                          1      
ix                          1      
la                          594    
labbra                      3      
labbro                      1      
laccerchiarono              1      
laccusato                   1      
laceto                      1      
lacqua                      2      
lacquavitenon               1      
lagnandosi                  1      
lagnavano                   1      
lagrime                     9      
lai                         2      
lalbero                     1      
lale                        1      
laltra                      3      
laltradì                    1      
laltro                      11     
lami                        1      
lamina                      1      
lammazzeranno               1      
lampade                     1      
lampo                       1      
lampolla                    1      
lancetta                    1      
languida                    1      
lanitra                     2      
lapparenza                  2      
lappetito                   1      
lappuntino                  2      
laprì                       1      
laquilotto                  2      
larco                       1      
larena                      1      
largo                       1      
largomento                  3      
laria                       3      
lascella                    1      
lasciando                   2      
lasciar                     1      
lasciare                    1      
lasciata                    1      
lasciate                    1      
lasciati                    1      
lasciava                    2      
lasciò                      2      
lascoltasse                 2      
laspetto                    1      
lassemblea                  1      
lassù                       1      
lati                        4      
latina                      1      
latitudine                  2      
lato                        8      
latrando                    1      
latrare                     1      
latrato                     1      
latte                       2      
latto                       1      
laustralia                  1      
lavagna                     2      
lavagne                     8      
lavarsi                     1      
lavea                       4      
lavesse                     1      
lavete                      2      
laveva                      1      
lavrebbe                    2      
lavvicinò                   1      
le                          208    
lealmente                   1      
lebbe                       1      
leccandosi                  1      
leco                        1      
leffetto                    1      
legacci                     1      
legarealmeno                1      
legatele                    1      
leggete                     1      
leggetelo                   1      
leggeva                     3      
leggiil                     1      
legno                       1      
lei                         56     
lempio                      1      
lentamente                  5      
lepremarzolina              31     
lera                        3      
lerba                       3      
lero                        1      
lesioni                     1      
lesse                       3      
lesser                      2      
lessere                     2      
lesta                       3      
lestezza                    1      
lesto                       1      
letizia                     1      
lette                       1      
lettera                     2      
lettere                     1      
letterone                   1      
letti                       1      
letto                       6      
levai                       2      
levandosi                   2      
levarsi                     2      
levatevi                    2      
levò                        6      
lezione                     2      
lezioni                     9      
lha                         1      
lho                         5      
li                          18     
libera                      1      
liberato                    2      
liberò                      1      
libri                       3      
libriccino                  2      
libro                       6      
lidea                       1      
lieta                       10     
limbroglio                  1      
linchiostro                 1      
lindirizzo                  1      
lindovinello                1      
linea                       2      
linee                       1      
lingua                      4      
lingue                      1      
linnumerevole               1      
lintenderei                 1      
lintenzione                 1      
linterruppe                 1      
lintorniarono               1      
liquore                     1      
lire                        1      
liscrizione                 2      
lista                       3      
litigando                   1      
livrea                      3      
lo                          79     
locala                      1      
locchio                     1      
loggione                    1      
londra                      1      
longitudine                 2      
lontananza                  4      
lontani                     1      
lontano                     5      
lopposto                    1      
lor                         2      
lora                        3      
lordine                     2      
lori                        7      
loriuolo                    3      
loro                        47     
lossa                       1      
losservazione               4      
lostacolo                   1      
luccicanti                  1      
lucciconi                   1      
lucenti                     1      
lucertola                   6      
lufficiale                  1      
lui                         14     
lultima                     2      
lumacacammina               1      
lumacaoimè                  1      
luminosa                    1      
luna                        1      
lundecimo                   1      
lunga                       5      
lungaggini                  1      
lunghe                      3      
lunghesso                   2      
lunghissimo                 1      
lungi                       2      
lungo                       11     
luno                        3      
luogo                       4      
lurlo                       2      
luscio                      6      
lusciocon                   1      
lusciolino                  4      
luso                        2      
lussureggianti              1      
lustrissimo                 3      
lusò                        1      
là                          17     
lè                          3      
lì                          16     
ma                          223    
macchina                    1      
maestra                     1      
maestro                     2      
maestà                      13     
magari                      1      
maggio                      1      
maggior                     4      
magica                      1      
magnifica                   1      
magnificamente              1      
magnifico                   1      
mai                         61     
maicosì                     1      
mala                        1      
malandrino                  2      
malcontenti                 1      
male                        9      
malinconica                 1      
malinconiche                1      
malinconici                 1      
man                         1      
mancato                     1      
mancò                       1      
mandar                      1      
mandarmi                    1      
mandata                     1      
mandava                     1      
manderò                     1      
mando                       1      
maneggiare                  2      
mangerò                     1      
mangia                      1      
mangiano                    6      
mangiare                    5      
mangiata                    1      
mangiati                    1      
mangiato                    1      
mangiavano                  3      
mangio                      3      
mangiò                      2      
mani                        13     
maniera                     4      
manine                      1      
mannoierebbe                1      
mano                        17     
manoandavano                1      
mantennero                  1      
mapovera                    1      
mappe                       1      
mar                         1      
mare                        12     
marela                      1      
marenò                      1      
margherite                  1      
marianna                    4      
marino                      1      
marzo                       3      
mascelle                    1      
matita                      3      
matite                      1      
matrona                     1      
matta                       4      
mattamente                  1      
matti                       5      
mattina                     4      
matto                       8      
maturi                      1      
mavete                      1      
mazzapicchi                 1      
mazzo                       5      
me                          23     
meco                        2      
medesima                    2      
meditabonda                 1      
meglio                      19     
meglioeppure                1      
meglioma                    1      
melazzo                     6      
melazzoeh                   1      
memoria                     1      
men                         2      
menava                      1      
meno                        17     
mente                       3      
mentesì                     1      
mentita                     1      
mento                       7      
mentre                      45     
mentrella                   1      
meraviglia                  2      
meravigliarsene             1      
meravigliarsi               1      
meravigliata                1      
meravigliava                1      
meraviglie                  2      
meravigliose                1      
meraviglioso                1      
meravigliò                  1      
meriteresti                 1      
meriti                      1      
meschina                    4      
mese                        3      
mesta                       2      
mestamente                  10     
mestando                    1      
meste                       1      
mestissima                  1      
mestizia                    1      
metodo                      1      
metri                       1      
mettendo                    2      
mettendosi                  2      
metterlo                    2      
mettersi                    2      
metterà                     1      
mettessero                  1      
metteva                     1      
metà                        5      
metàappartiene              1      
mezza                       2      
mezzi                       1      
mezzo                       19     
mezzora                     2      
mhan                        1      
mi                          87     
mia                         27     
mica                        5      
miche                       2      
micio                       1      
mie                         6      
miei                        5      
miglia                      3      
miglio                      2      
miglior                     6      
migliore                    2      
mille                       1      
mimmagino                   1      
mimmo                       1      
mimpiccoliranno             1      
minacciando                 1      
minerale                    1      
minestra                    6      
minestrelle                 1      
miniera                     2      
minima                      2      
minsulta                    1      
minuti                      4      
minuto                      6      
mio                         18     
miolà                       1      
mioun                       1      
mise                        25     
miserabile                  1      
misero                      4      
mister                      1      
mistero                     2      
misto                       1      
misura                      1      
misurarsi                   1      
mo                          1      
mobiliate                   1      
moderazione                 1      
moderna                     1      
modo                        29     
moglie                      1      
mogliesempre                1      
molle                       2      
molta                       19     
molte                       4      
molti                       1      
moltissimo                  2      
molto                       33     
momenti                     4      
momento                     8      
mondo                       8      
mondoed                     1      
montar                      1      
morale                      9      
mordervi                    1      
morendo                     1      
moriva                      1      
mormorando                  2      
mormorò                     2      
morsecchiando               1      
morsecchiare                4      
morsecchiato                1      
morsicò                     1      
mortale                     1      
mortalmente                 2      
morte                       6      
morti                       1      
moscone                     1      
mosse                       3      
mostra                      2      
mostrare                    2      
mostruosità                 1      
motivo                      1      
moto                        2      
motto                       3      
movendole                   1      
movimento                   2      
mozzar                      1      
mozzare                     4      
mozzarla                    1      
mozzate                     1      
mozzategli                  4      
mozzatele                   2      
mucchio                     1      
muggito                     1      
mulinando                   1      
muoversi                    2      
muscolare                   1      
muscì                       1      
musica                      3      
muta                        1      
mutamento                   5      
mutando                     1      
mutar                       3      
mutare                      1      
mutarli                     1      
mutassimo                   1      
mutata                      3      
mutati                      1      
mutato                      3      
mutava                      1      
muti                        1      
mutò                        2      
mè                          3      
nandrà                      1      
napoleone                   1      
napoli                      3      
narraci                     1      
nascondere                  1      
nascondeva                  1      
nascosero                   1      
nascosta                    1      
nascosto                    1      
nasel                       1      
naselli                     2      
nasello                     2      
naso                        9      
natale                      1      
natalizii                   1      
natatoia                    1      
natatoiela                  1      
naturale                    9      
naturalmente                1      
ne                          70     
nebbe                       2      
nebbero                     1      
nega                        1      
negarlo                     1      
negava                      1      
negli                       1      
nego                        1      
nei                         1      
nel                         52     
nella                       22     
nellacqua                   2      
nellafferrare               1      
nellaltra                   3      
nellameno                   2      
nellaria                    4      
nellassemblea               1      
nellaverlo                  1      
nelle                       6      
nellerba                    1      
nello                       6      
nellultimo                  1      
nembo                       1      
nemmeno                     3      
neppur                      2      
neppure                     12     
nera                        2      
nerano                      1      
nervi                       1      
nervosa                     1      
nervosi                     1      
nessun                      2      
nessuna                     2      
nessuno                     1      
nettandosi                  1      
nido                        1      
niente                      16     
ninnananna                  1      
ninnare                     1      
ninnarlo                    1      
ninnava                     1      
nitidi                      1      
niuna                       1      
niuno                       13     
no                          32     
nocche                      1      
nodo                        2      
noi                         12     
noia                        1      
noja                        2      
nojose                      1      
nol                         3      
nome                        7      
nomi                        1      
nominare                    1      
non                         456    
nonimportante               3      
nonimportanteimportante     1      
nostra                      6      
nota                        1      
notate                      1      
notte                       3      
nottola                     2      
nottole                     4      
notò                        1      
nove                        5      
novella                     1      
novelle                     1      
novelletta                  1      
novellette                  1      
novuoi                      1      
nuca                        1      
nulla                       19     
nuotando                    5      
nuotar                      1      
nuotare                     2      
nuotarvoi                   1      
nuotate                     1      
nuova                       5      
nuovamente                  2      
nuovo                       26     
nuscirà                     1      
nè                          14     
nò                          12     
o                           55     
occasione                   2      
occhi                       30     
occhiacci                   1      
occhiali                    3      
occhiando                   2      
occhiare                    1      
occhiditegliela             1      
occhietti                   1      
occhio                      3      
occhioni                    2      
occulto                     1      
occupata                    1      
occupati                    1      
occupatissimi               1      
occupatissimo               1      
occupò                      1      
od                          1      
odia                        1      
odiò                        1      
offender                    1      
offendesse                  1      
offesa                      3      
offeso                      2      
offrì                       1      
oggi                        2      
ogni                        24     
ognun                       3      
ognuno                      5      
oh                          31     
oimè                        6      
oimèi                       1      
oltre                       4      
oltremisura                 1      
oltremodo                   1      
operazioni                  1      
opportunità                 2      
oppure                      2      
or                          10     
ora                         37     
oramai                      1      
oraso                       1      
oraspero                    1      
oratore                     1      
ordinarii                   1      
ordinato                    1      
ordine                      2      
ore                         4      
orecchi                     1      
orecchie                    2      
orecchio                    1      
originale                   1      
origliando                  1      
origliare                   1      
oriuolo                     4      
ormai                       4      
ornati                      1      
orribile                    1      
osava                       1      
osservando                  1      
osservarli                  1      
osservarlo                  1      
osservata                   1      
osservate                   1      
osservato                   2      
osservava                   2      
osservazione                1      
osservazioni                1      
osservò                     26     
osso                        1      
osò                         5      
ottone                      1      
oudinot                     3      
où                          1      
pace                        1      
padella                     2      
padrone                     1      
paese                       3      
pagherei                    1      
paio                        2      
paja                        1      
pajo                        4      
pajogarbato                 1      
paladino                    2      
palchetto                   3      
paletta                     1      
palle                       1      
pallida                     1      
pan                         4      
panciotto                   2      
pane                        12     
panni                       1      
papa                        3      
papale                      1      
paperone                    1      
parafuoco                   1      
pare                        9      
parea                       4      
pareano                     1      
parere                      1      
parereo                     1      
paresse                     1      
pareti                      1      
pareva                      6      
pari                        1      
parigi                      2      
parla                       1      
parlamento                  1      
parlando                    7      
parlar                      2      
parlare                     19     
parlargli                   1      
parlasse                    2      
parlate                     1      
parlato                     2      
parlava                     13     
parlavafiguratevi           1      
parlavano                   1      
parleremo                   1      
parlerò                     1      
parli                       3      
parlo                       1      
parlò                       1      
parola                      7      
parole                      28     
parolina                    1      
parolone                    2      
parrebbe                    1      
parrucca                    1      
parrucche                   1      
parruccone                  1      
parrà                       1      
parso                       1      
parte                       8      
partecipato                 1      
partecipavano               1      
partire                     1      
partita                     5      
parve                       4      
pasqua                      1      
passaggio                   1      
passar                      1      
passare                     1      
passarvi                    1      
passate                     1      
passati                     1      
passava                     3      
passerò                     1      
passi                       1      
passo                       2      
passò                       5      
pasticci                    1      
pasticcini                  2      
pasticcino                  2      
pasticcio                   1      
pasticciolostrica           1      
pastorelloe                 1      
pastoudiva                  1      
patate                      2      
patatracchi                 1      
patiboloanche               1      
paura                       11     
pavimento                   1      
pazientemente               2      
pazienza                    1      
pazzerella                  1      
pazzeron                    1      
pazzo                       1      
peccato                     6      
pecore                      1      
peggio                      2      
pel                         3      
pella                       2      
pelle                       1      
pellegrina                  2      
pelo                        4      
pena                        3      
pendeano                    1      
pendevano                   1      
penetrare                   1      
penetrarvi                  1      
pennellate                  1      
pennello                    1      
pensando                    7      
pensare                     1      
pensarvi                    1      
pensato                     1      
pensava                     1      
pensi                       1      
pensier                     1      
pensiero                    1      
pensierosa                  2      
pensò                       53     
pentirsi                    1      
pento                       1      
penzoloni                   2      
pepaiola                    1      
pepe                        9      
per                         190    
perchè                      88     
perchèieri                  1      
perciò                      10     
percorse                    1      
percorso                    1      
perder                      1      
perdere                     3      
perderne                    2      
perdiamo                    1      
perdoni                     2      
perdono                     2      
perduta                     1      
perduti                     1      
perdè                       2      
perenne                     1      
perentoriamente             1      
pergamene                   2      
pericoloso                  1      
permetterebbero             1      
permettergli                1      
permise                     1      
perso                       1      
persona                     3      
personali                   1      
personalità                 1      
persone                     3      
persuadersi                 1      
persuasa                    3      
persuase                    1      
persuasoche                 1      
però                        8      
perù                        1      
pesce                       1      
pescee                      1      
pesceservo                  2      
pesciolini                  2      
pestandole                  1      
petto                       3      
pezzettini                  2      
pezzettino                  5      
pezzi                       1      
pezzo                       2      
piaccianole                 1      
piacciono                   2      
piaccionoii                 1      
piace                       8      
piacere                     4      
piacerebbe                  2      
piacesse                    1      
piaceva                     2      
piacque                     3      
piagnolosa                  1      
piagnucolare                1      
piangere                    2      
piano                       3      
pianse                      1      
piantata                    1      
piantato                    1      
pianto                      2      
piatti                      3      
piattino                    1      
piatto                      3      
piazza                      1      
picchiandosi                1      
picchiar                    1      
picchiare                   5      
picchiò                     2      
piccina                     6      
piccini                     2      
piccola                     4      
piccole                     1      
piccoli                     2      
piccolo                     9      
piccosa                     1      
piede                       9      
piedestro                   1      
piedi                       25     
piedini                     1      
piegando                    1      
piegare                     1      
piegarsi                    1      
piemontese                  1      
piena                       3      
pieno                       1      
pigiaste                    1      
pigro                       1      
piovono                     1      
pipa                        5      
pipare                      1      
pipò                        1      
pitoccare                   1      
piume                       1      
piuttosto                   1      
pizzicano                   1      
pizzicatelo                 1      
pizzicotti                  1      
più                         95     
piùma                       1      
piùogni                     1      
place                       1      
po                          11     
poca                        1      
poche                       1      
pochi                       7      
pochissime                  1      
poco                        36     
pocolino                    1      
pocoma                      1      
poesia                      2      
poffare                     1      
poggetti                    1      
poggio                      2      
poi                         55     
poichè                      13     
poisi                       1      
polipi                      1      
pollici                     6      
polvere                     1      
pompa                       1      
ponderate                   2      
ponderino                   1      
popolandosi                 1      
porcellana                  1      
porcellin                   1      
porcellini                  4      
porcellino                  9      
porci                       1      
porco                       3      
porporina                   2      
porta                       8      
portala                     1      
portalo                     1      
portami                     2      
portando                    1      
portar                      1      
portare                     1      
portarlo                    1      
portasse                    1      
portasti                    1      
portava                     2      
porte                       1      
porterebbe                  1      
porterò                     1      
porti                       1      
porto                       1      
portò                       1      
posa                        1      
posi                        1      
posizione                   1      
possa                       1      
possiamo                    1      
possiate                    2      
possibile                   3      
posso                       8      
possono                     2      
posta                       1      
poste                       1      
posti                       2      
postidico                   1      
posto                       7      
potea                       8      
potendo                     2      
poter                       2      
potere                      2      
poterono                    1      
potervi                     1      
potesse                     9      
potessero                   2      
potete                      7      
potette                     6      
potettero                   1      
potetti                     1      
poteva                      13     
potevano                    1      
potranno                    1      
potrebbe                    8      
potrebbero                  1      
potrei                      13     
potreste                    1      
potresti                    2      
potrestibrodose             1      
potrete                     1      
potrà                       2      
potrò                       5      
potuto                      8      
potè                        4      
povera                      9      
povere                      1      
poveretto                   1      
poveri                      1      
poverina                    3      
poverino                    6      
povero                      6      
pozzi                       1      
pozzo                       9      
prati                       1      
precipizio                  2      
prediletta                  1      
preferireste                1      
preferirà                   1      
preferisca                  1      
pregando                    1      
pregato                     1      
preghiamo                   1      
prego                       3      
preme                       2      
premeva                     2      
premiati                    1      
premii                      3      
premio                      1      
premura                     4      
prenda                      1      
prendendo                   1      
prender                     1      
prenderanno                 1      
prendere                    5      
prenderlo                   1      
prenderne                   1      
prenderò                    1      
prendeva                    2      
prendevano                  1      
prendo                      2      
preparai                    1      
prepararmi                  1      
preparava                   2      
prepari                     1      
presa                       1      
prese                       9      
presentarlo                 1      
presentata                  1      
presentò                    2      
presero                     2      
presi                       1      
preso                       4      
pressa                      2      
pressalluscio               1      
presso                      10     
pressochè                   1      
presta                      1      
prestasse                   1      
presto                      12     
pretesto                    1      
pria                        6      
prigione                    1      
prigioniere                 2      
prima                       38     
primanon                    1      
prime                       1      
primo                       9      
principale                  1      
principini                  1      
principio                   5      
probabilmente               3      
procaccino                  1      
processare                  1      
processi                    1      
processione                 4      
processioni                 2      
processo                    8      
produrranno                 1      
produrrà                    1      
produsse                    2      
produssero                  1      
profferì                    1      
profittando                 1      
profittò                    2      
profonda                    3      
profondamente               3      
profondi                    1      
profondissimo               1      
profondità                  1      
profondo                    2      
programma                   1      
progrediva                  1      
promesso                    2      
promettevano                1      
prometto                    1      
pronta                      3      
prontamente                 2      
pronunziò                   2      
propizia                    3      
proponendo                  1      
propongo                    1      
proporre                    1      
proposito                   4      
propria                     1      
proprie                     3      
proprii                     3      
proprio                     24     
proruppe                    2      
protesto                    1      
protetti                    1      
prova                       4      
provando                    1      
provare                     3      
provarmi                    1      
provarne                    1      
provarvici                  1      
provato                     3      
prove                       1      
proverbio                   2      
proverò                     1      
proviamo                    4      
provocheresti               1      
provò                       5      
provòma                     1      
prudente                    1      
prudentemente               1      
prudenza                    1      
pulcino                     1      
pulita                      1      
pulitina                    1      
punita                      1      
punta                       4      
puntellato                  1      
punto                       21     
punzecchiarono              1      
punzecchiato                1      
pur                         3      
purchè                      3      
pure                        12     
può                         10     
pò                          8      
qua                         2      
quadri                      1      
quaggiù                     3      
qual                        5      
qualche                     49     
qualchedunaltrama           1      
qualcheduno                 6      
qualcosuccia                1      
quale                       27     
quali                       6      
qualè                       1      
quandecco                   1      
quandero                    1      
quando                      71     
quanta                      3      
quante                      4      
quanti                      1      
quanto                      23     
quaranta                    1      
quarantaduesima             1      
quarantail                  1      
quartina                    1      
quasi                       15     
quattordici                 1      
quattro                     6      
quattrocento                1      
que                         2      
quegli                      4      
quei                        2      
quel                        50     
quella                      35     
quellaltro                  1      
quellameno                  1      
quellampolla                1      
quellanguilla               1      
quellanimaletto             1      
quellaosservò               1      
quellargomento              1      
quellaria                   1      
quellaspetto                1      
quelle                      12     
quellessere                 1      
quelletà                    1      
quelli                      3      
quellidea                   1      
quellimparar                1      
quellistante                3      
quello                      19     
quelloccasione              1      
quelloccorrenza             1      
quellora                    1      
quelluscio                  1      
querelarsi                  1      
querele                     1      
questa                      40     
questachi                   1      
questaffare                 3      
questaguardate              1      
questala                    1      
questaltra                  1      
questaria                   1      
questasiate                 1      
queste                      16     
questelegante               1      
questi                      5      
questioni                   3      
questo                      38     
questoggi                   3      
questora                    1      
questultimo                 1      
questunguentoun             1      
qui                         1      
quieta                      2      
quietamente                 2      
quieti                      1      
quietina                    1      
quindi                      1      
quindici                    2      
quinta                      1      
quistione                   5      
quistioni                   2      
quà                         11     
quì                         38     
rabbia                      2      
rabbiosa                    1      
rabbiosamente               1      
rabbiosaquella              1      
raccattando                 1      
raccattarli                 1      
raccattò                    1      
raccoglierli                1      
raccontaci                  1      
raccontar                   1      
raccontare                  2      
raccontarmi                 1      
raccontarvelotutto          1      
raccontarvi                 1      
raccontasse                 1      
racconterà                  1      
racconterò                  2      
racconto                    6      
raccontò                    1      
raccorgendosi               1      
raddormenterai              1      
radici                      1      
ragazze                     2      
ragazzi                     2      
ragazzina                   2      
ragazzine                   2      
ragazzo                     1      
ragazzona                   1      
raggiri                     1      
raggiungerlo                1      
raggiunse                   1      
ragione                     12     
ragioni                     1      
rallegrò                    1      
rami                        1      
ramicelli                   1      
rammentar                   1      
rammentare                  1      
rammentarmi                 2      
rammentarne                 1      
rammentava                  1      
rammenteranno               1      
rammenti                    1      
rammento                    2      
rammentò                    6      
ramo                        4      
ramuscello                  4      
ranocchio                   2      
ranocchioservo              1      
ranuncolo                   1      
rapidamente                 3      
rapito                      1      
rappresentato               1      
raramente                   1      
raschiava                   1      
rasciugata                  1      
rassegnarsi                 1      
rassembra                   1      
rasserenarono               1      
rassomiglia                 1      
rassomigliava               4      
rattenere                   1      
rauca                       3      
raucamente                  1      
razza                       4      
razzo                       2      
re                          66     
reale                       3      
reali                       2      
realtà                      1      
recargli                    1      
recatemi                    1      
recheranno                  1      
recisa                      1      
recitar                     2      
recitarci                   1      
recitare                    1      
recitasse                   1      
recitata                    2      
recitava                    1      
reciterebbe                 1      
regali                      2      
regalo                      2      
reggee                      1      
reggentisi                  1      
reggere                     1      
reggerà                     1      
reggeva                     1      
regie                       1      
regina                      79     
regine                      1      
regola                      4      
regolare                    1      
rende                       3      
rendersene                  1      
rendete                     3      
replicò                     10     
resa                        2      
respingerle                 1      
respirare                   1      
respiro                     3      
resta                       1      
restare                     2      
restarono                   1      
restato                     1      
restaurare                  1      
resterò                     2      
resto                       6      
restò                       9      
riandando                   1      
riandò                      1      
rianimò                     1      
riapparisse                 1      
riapparito                  1      
riappiccicar                1      
riappiccicasse              1      
riavere                     1      
riavuta                     1      
ricca                       1      
ricci                       3      
riccio                      7      
ricerca                     1      
ricercando                  1      
richiamassero               1      
richiamò                    3      
ricominciare                2      
ricomparire                 2      
ricomparve                  1      
ricondusse                  2      
riconobbe                   1      
ricoperte                   1      
ricordare                   1      
ricordarlo                  1      
ricordarsi                  4      
ricorderò                   1      
ricordo                     1      
ricoverò                    1      
ricrescere                  1      
ridere                      2      
ridicolo                    1      
ridiventata                 1      
ridotta                     1      
riducendole                 1      
riebbe                      1      
riempendo                   1      
riempie                     2      
riempivano                  1      
riempì                      1      
rifarsi                     1      
riferisce                   1      
rifiuta                     2      
riflette                    1      
riflettendo                 2      
riflettendoci               1      
riflettere                  4      
riflettici                  1      
riflettuto                  1      
riflettè                    1      
rigettare                   1      
rigogliosa                  1      
riguardando                 3      
riguardare                  2      
riguardarla                 1      
riguardarono                1      
riguardata                  1      
riguardò                    6      
rilucente                   1      
rimaner                     2      
rimanere                    1      
rimaneva                    1      
rimase                      3      
rimasero                    1      
rimedii                     2      
rimessa                     1      
